BettingSite,Sport,Event,Local,Visitor,Market,Bet,Quote,ScrapDateTime
Marathonbet,Tennis,"Carlé, María Lourdes vs Fruhvirtova, Brenda","Carlé, María Lourdes","Fruhvirtova, Brenda",Total_Games10,Over_23.5,2.17,2022-11-22 19:38:59.895450
Marathonbet,Tennis,"Carlé, María Lourdes vs Fruhvirtova, Brenda","Carlé, María Lourdes","Fruhvirtova, Brenda",Total_Games_Odd_Or_Even,odd,1.84,2022-11-22 19:38:59.942445
Marathonbet,Tennis,"Carlé, María Lourdes vs Fruhvirtova, Brenda","Carlé, María Lourdes","Fruhvirtova, Brenda",Total_Games_Odd_Or_Even,even,1.84,2022-11-22 19:38:59.984170
Marathonbet,Tennis,"Carlé, María Lourdes vs Fruhvirtova, Brenda","Carlé, María Lourdes","Fruhvirtova, Brenda",Total_Tie-breaks,Under_0.5,1.533,2022-11-22 19:39:00.092238
Marathonbet,Tennis,"Carlé, María Lourdes vs Fruhvirtova, Brenda","Carlé, María Lourdes","Fruhvirtova, Brenda",Total_Tie-breaks,Over_0.5,2.3,2022-11-22 19:39:00.142239
Marathonbet,Tennis,"Carlé, María Lourdes vs Fruhvirtova, Brenda","Carlé, María Lourdes","Fruhvirtova, Brenda",First_Team_Total_Games,Under_11.5,1.93,2022-11-22 19:39:00.223215
Marathonbet,Tennis,"Carlé, María Lourdes vs Fruhvirtova, Brenda","Carlé, María Lourdes","Fruhvirtova, Brenda",First_Team_Total_Games,Over_11.5,1.76,2022-11-22 19:39:00.270289
Marathonbet,Tennis,"Carlé, María Lourdes vs Fruhvirtova, Brenda","Carlé, María Lourdes","Fruhvirtova, Brenda",Second_Team_Total_Games,Under_12.5,1.95,2022-11-22 19:39:00.343309
Marathonbet,Tennis,"Carlé, María Lourdes vs Fruhvirtova, Brenda","Carlé, María Lourdes","Fruhvirtova, Brenda",Second_Team_Total_Games,Over_12.5,1.74,2022-11-22 19:39:00.390142
Marathonbet,Tennis,"Carlé, María Lourdes vs Fruhvirtova, Brenda","Carlé, María Lourdes","Fruhvirtova, Brenda",1st_Set_Result,RN_(Local),2.33,2022-11-22 19:39:00.469785
Marathonbet,Tennis,"Carlé, María Lourdes vs Fruhvirtova, Brenda","Carlé, María Lourdes","Fruhvirtova, Brenda",1st_Set_Result,RN_(Visitor),1.52,2022-11-22 19:39:00.519699
Marathonbet,Tennis,"Carlé, María Lourdes vs Fruhvirtova, Brenda","Carlé, María Lourdes","Fruhvirtova, Brenda",To_Win_1st_Set_With_Handicap,HB_(Local)(+1.5),1.86,2022-11-22 19:39:00.609275
Marathonbet,Tennis,"Carlé, María Lourdes vs Fruhvirtova, Brenda","Carlé, María Lourdes","Fruhvirtova, Brenda",To_Win_1st_Set_With_Handicap,HB_(Visitor)(-1.5),1.82,2022-11-22 19:39:00.672274
Marathonbet,Tennis,"Carlé, María Lourdes vs Fruhvirtova, Brenda","Carlé, María Lourdes","Fruhvirtova, Brenda",1st_Set_Total_Games0,Under_9.5,1.86,2022-11-22 19:39:00.750614
Marathonbet,Tennis,"Carlé, María Lourdes vs Fruhvirtova, Brenda","Carlé, María Lourdes","Fruhvirtova, Brenda",1st_Set_Total_Games0,Over_9.5,1.82,2022-11-22 19:39:00.798746
Marathonbet,Tennis,"Carlé, María Lourdes vs Fruhvirtova, Brenda","Carlé, María Lourdes","Fruhvirtova, Brenda",1st_Set_Total_Games_Odd_or_Even,odd,1.83,2022-11-22 19:39:00.845570
Marathonbet,Tennis,"Carlé, María Lourdes vs Fruhvirtova, Brenda","Carlé, María Lourdes","Fruhvirtova, Brenda",1st_Set_Total_Games_Odd_or_Even,even,1.85,2022-11-22 19:39:00.894119
Marathonbet,Tennis,"Carlé, María Lourdes vs Fruhvirtova, Brenda","Carlé, María Lourdes","Fruhvirtova, Brenda",First_Team_1st_Set_Games_To_Win,Under_4.5,2.01,2022-11-22 19:39:00.970353
Marathonbet,Tennis,"Carlé, María Lourdes vs Fruhvirtova, Brenda","Carlé, María Lourdes","Fruhvirtova, Brenda",First_Team_1st_Set_Games_To_Win,Over_4.5,1.7,2022-11-22 19:39:01.018870
Marathonbet,Tennis,"Carlé, María Lourdes vs Fruhvirtova, Brenda","Carlé, María Lourdes","Fruhvirtova, Brenda",First_Team_1st_Set_Games_To_Win0,Under_5.5,1.82,2022-11-22 19:39:01.067423
Marathonbet,Tennis,"Carlé, María Lourdes vs Fruhvirtova, Brenda","Carlé, María Lourdes","Fruhvirtova, Brenda",First_Team_1st_Set_Games_To_Win0,Over_5.5,1.86,2022-11-22 19:39:01.119052
Marathonbet,Tennis,"Carlé, María Lourdes vs Fruhvirtova, Brenda","Carlé, María Lourdes","Fruhvirtova, Brenda",Second_Team_1st_Set_Games_To_Win0,Under_4.5,3.26,2022-11-22 19:39:01.195137
Marathonbet,Tennis,"Carlé, María Lourdes vs Fruhvirtova, Brenda","Carlé, María Lourdes","Fruhvirtova, Brenda",Second_Team_1st_Set_Games_To_Win0,Over_4.5,1.28,2022-11-22 19:39:01.242354
Marathonbet,Tennis,"Carlé, María Lourdes vs Fruhvirtova, Brenda","Carlé, María Lourdes","Fruhvirtova, Brenda",Second_Team_1st_Set_Games_To_Win,Under_5.5,2.93,2022-11-22 19:39:01.290630
Marathonbet,Tennis,"Carlé, María Lourdes vs Fruhvirtova, Brenda","Carlé, María Lourdes","Fruhvirtova, Brenda",Second_Team_1st_Set_Games_To_Win,Over_5.5,1.34,2022-11-22 19:39:01.343489
Marathonbet,Tennis,"Carlé, María Lourdes vs Fruhvirtova, Brenda","Carlé, María Lourdes","Fruhvirtova, Brenda",2nd_Set_Result,RN_(Local),2.43,2022-11-22 19:39:01.420415
Marathonbet,Tennis,"Carlé, María Lourdes vs Fruhvirtova, Brenda","Carlé, María Lourdes","Fruhvirtova, Brenda",2nd_Set_Result,RN_(Visitor),1.48,2022-11-22 19:39:01.469895
Marathonbet,Tennis,"Carlé, María Lourdes vs Fruhvirtova, Brenda","Carlé, María Lourdes","Fruhvirtova, Brenda",To_Win_2nd_Set_With_Handicap,HB_(Local)(+1.5),1.92,2022-11-22 19:39:01.568931
Marathonbet,Tennis,"Carlé, María Lourdes vs Fruhvirtova, Brenda","Carlé, María Lourdes","Fruhvirtova, Brenda",To_Win_2nd_Set_With_Handicap,HB_(Visitor)(-1.5),1.75,2022-11-22 19:39:01.631948
Marathonbet,Tennis,"Carlé, María Lourdes vs Fruhvirtova, Brenda","Carlé, María Lourdes","Fruhvirtova, Brenda",2nd_Set_Total_Games0,Under_9.5,1.909,2022-11-22 19:39:01.707654
Marathonbet,Tennis,"Carlé, María Lourdes vs Fruhvirtova, Brenda","Carlé, María Lourdes","Fruhvirtova, Brenda",2nd_Set_Total_Games0,Over_9.5,1.76,2022-11-22 19:39:01.761297
Marathonbet,Tennis,"Carlé, María Lourdes vs Fruhvirtova, Brenda","Carlé, María Lourdes","Fruhvirtova, Brenda",2nd_Set_Total_Games_Odd_or_Even,odd,1.86,2022-11-22 19:39:01.810544
Marathonbet,Tennis,"Carlé, María Lourdes vs Fruhvirtova, Brenda","Carlé, María Lourdes","Fruhvirtova, Brenda",2nd_Set_Total_Games_Odd_or_Even,even,1.82,2022-11-22 19:39:01.855145
Marathonbet,Tennis,"Baptiste, Hailey vs Pigossi, Laura","Baptiste, Hailey","Pigossi, Laura",Match_Result,1,2.36,2022-11-22 19:39:04.500893
Marathonbet,Tennis,"Baptiste, Hailey vs Pigossi, Laura","Baptiste, Hailey","Pigossi, Laura",Match_Result,3,1.56,2022-11-22 19:39:04.519476
Marathonbet,Tennis,"Baptiste, Hailey vs Pigossi, Laura","Baptiste, Hailey","Pigossi, Laura",To_Win_Match_With_Handicap_By_Sets0,HB_(Local)(-1.5),3.84,2022-11-22 19:39:04.761788
Marathonbet,Tennis,"Baptiste, Hailey vs Pigossi, Laura","Baptiste, Hailey","Pigossi, Laura",To_Win_Match_With_Handicap_By_Sets0,HB_(Visitor)(+1.5),1.21,2022-11-22 19:39:04.821897
Marathonbet,Tennis,"Baptiste, Hailey vs Pigossi, Laura","Baptiste, Hailey","Pigossi, Laura",To_Win_Match_With_Handicap_By_Sets,HB_(Local)(+1.5),1.53,2022-11-22 19:39:04.884403
Marathonbet,Tennis,"Baptiste, Hailey vs Pigossi, Laura","Baptiste, Hailey","Pigossi, Laura",To_Win_Match_With_Handicap_By_Sets,HB_(Visitor)(-1.5),2.31,2022-11-22 19:39:04.944176
Marathonbet,Tennis,"Baptiste, Hailey vs Pigossi, Laura","Baptiste, Hailey","Pigossi, Laura",To_Win_Match_With_Handicap_By_Games2,HB_(Local)(+1.5),2.09,2022-11-22 19:39:05.032913
Marathonbet,Tennis,"Baptiste, Hailey vs Pigossi, Laura","Baptiste, Hailey","Pigossi, Laura",To_Win_Match_With_Handicap_By_Games2,HB_(Visitor)(-1.5),1.66,2022-11-22 19:39:05.094252
Marathonbet,Tennis,"Baptiste, Hailey vs Pigossi, Laura","Baptiste, Hailey","Pigossi, Laura",To_Win_Match_With_Handicap_By_Games9,HB_(Local)(+2.0),2.03,2022-11-22 19:39:05.155503
Marathonbet,Tennis,"Baptiste, Hailey vs Pigossi, Laura","Baptiste, Hailey","Pigossi, Laura",To_Win_Match_With_Handicap_By_Games9,HB_(Visitor)(-2.0),1.72,2022-11-22 19:39:05.217780
Marathonbet,Tennis,"Baptiste, Hailey vs Pigossi, Laura","Baptiste, Hailey","Pigossi, Laura",To_Win_Match_With_Handicap_By_Games10,HB_(Local)(+2.5),1.97,2022-11-22 19:39:05.277881
Marathonbet,Tennis,"Baptiste, Hailey vs Pigossi, Laura","Baptiste, Hailey","Pigossi, Laura",To_Win_Match_With_Handicap_By_Games10,HB_(Visitor)(-2.5),1.8,2022-11-22 19:39:05.336831
Marathonbet,Tennis,"Baptiste, Hailey vs Pigossi, Laura","Baptiste, Hailey","Pigossi, Laura",To_Win_Match_With_Handicap_By_Games11,HB_(Local)(+3.0),1.84,2022-11-22 19:39:05.402594
Marathonbet,Tennis,"Baptiste, Hailey vs Pigossi, Laura","Baptiste, Hailey","Pigossi, Laura",To_Win_Match_With_Handicap_By_Games11,HB_(Visitor)(-3.0),1.88,2022-11-22 19:39:05.466623
Marathonbet,Tennis,"Baptiste, Hailey vs Pigossi, Laura","Baptiste, Hailey","Pigossi, Laura",To_Win_Match_With_Handicap_By_Games12,HB_(Local)(+3.5),1.74,2022-11-22 19:39:05.528211
Marathonbet,Tennis,"Baptiste, Hailey vs Pigossi, Laura","Baptiste, Hailey","Pigossi, Laura",To_Win_Match_With_Handicap_By_Games12,HB_(Visitor)(-3.5),1.98,2022-11-22 19:39:05.594086
Marathonbet,Tennis,"Baptiste, Hailey vs Pigossi, Laura","Baptiste, Hailey","Pigossi, Laura",Total_Sets,Under_2.5,1.48,2022-11-22 19:39:05.698981
Marathonbet,Tennis,"Baptiste, Hailey vs Pigossi, Laura","Baptiste, Hailey","Pigossi, Laura",Total_Sets,Over_2.5,2.43,2022-11-22 19:39:05.751404
Marathonbet,Tennis,"Baptiste, Hailey vs Pigossi, Laura","Baptiste, Hailey","Pigossi, Laura",Total_Games2,Under_20.5,1.96,2022-11-22 19:39:05.852661
Marathonbet,Tennis,"Baptiste, Hailey vs Pigossi, Laura","Baptiste, Hailey","Pigossi, Laura",Total_Games2,Over_20.5,1.75,2022-11-22 19:39:05.902734
Marathonbet,Tennis,"Baptiste, Hailey vs Pigossi, Laura","Baptiste, Hailey","Pigossi, Laura",Total_Games0,Under_21,1.87,2022-11-22 19:39:05.955078
Marathonbet,Tennis,"Baptiste, Hailey vs Pigossi, Laura","Baptiste, Hailey","Pigossi, Laura",Total_Games0,Over_21,1.85,2022-11-22 19:39:06.004521
Marathonbet,Tennis,"Baptiste, Hailey vs Pigossi, Laura","Baptiste, Hailey","Pigossi, Laura",Total_Games,Under_21.5,1.8,2022-11-22 19:39:06.058895
Marathonbet,Tennis,"Baptiste, Hailey vs Pigossi, Laura","Baptiste, Hailey","Pigossi, Laura",Total_Games,Over_21.5,1.97,2022-11-22 19:39:06.107586
Marathonbet,Tennis,"Baptiste, Hailey vs Pigossi, Laura","Baptiste, Hailey","Pigossi, Laura",Total_Games1,Under_22,1.68,2022-11-22 19:39:06.160469
Marathonbet,Tennis,"Baptiste, Hailey vs Pigossi, Laura","Baptiste, Hailey","Pigossi, Laura",Total_Games1,Over_22,2.08,2022-11-22 19:39:06.211170
Marathonbet,Tennis,"Baptiste, Hailey vs Pigossi, Laura","Baptiste, Hailey","Pigossi, Laura",Total_Games3,Under_22.5,1.6,2022-11-22 19:39:06.262869
Marathonbet,Tennis,"Baptiste, Hailey vs Pigossi, Laura","Baptiste, Hailey","Pigossi, Laura",Total_Games3,Over_22.5,2.19,2022-11-22 19:39:06.314219
Marathonbet,Tennis,"Baptiste, Hailey vs Pigossi, Laura","Baptiste, Hailey","Pigossi, Laura",Total_Games_Odd_Or_Even,odd,1.85,2022-11-22 19:39:06.365851
Marathonbet,Tennis,"Baptiste, Hailey vs Pigossi, Laura","Baptiste, Hailey","Pigossi, Laura",Total_Games_Odd_Or_Even,even,1.83,2022-11-22 19:39:06.412315
Marathonbet,Tennis,"Baptiste, Hailey vs Pigossi, Laura","Baptiste, Hailey","Pigossi, Laura",Total_Tie-breaks,Under_0.5,1.25,2022-11-22 19:39:06.522921
Marathonbet,Tennis,"Baptiste, Hailey vs Pigossi, Laura","Baptiste, Hailey","Pigossi, Laura",Total_Tie-breaks,Over_0.5,3.48,2022-11-22 19:39:06.573402
Marathonbet,Tennis,"Baptiste, Hailey vs Pigossi, Laura","Baptiste, Hailey","Pigossi, Laura",First_Team_Total_Games0,Under_11.5,1.97,2022-11-22 19:39:06.655441
Marathonbet,Tennis,"Baptiste, Hailey vs Pigossi, Laura","Baptiste, Hailey","Pigossi, Laura",First_Team_Total_Games0,Over_11.5,1.727,2022-11-22 19:39:06.709145
Marathonbet,Tennis,"Baptiste, Hailey vs Pigossi, Laura","Baptiste, Hailey","Pigossi, Laura",Second_Team_Total_Games0,Under_12.5,1.65,2022-11-22 19:39:06.790422
Marathonbet,Tennis,"Baptiste, Hailey vs Pigossi, Laura","Baptiste, Hailey","Pigossi, Laura",Second_Team_Total_Games0,Over_12.5,2.08,2022-11-22 19:39:06.842060
Marathonbet,Tennis,"Baptiste, Hailey vs Pigossi, Laura","Baptiste, Hailey","Pigossi, Laura",1st_Set_Result,RN_(Local),2.13,2022-11-22 19:39:06.926493
Marathonbet,Tennis,"Baptiste, Hailey vs Pigossi, Laura","Baptiste, Hailey","Pigossi, Laura",1st_Set_Result,RN_(Visitor),1.62,2022-11-22 19:39:06.977986
Marathonbet,Tennis,"Baptiste, Hailey vs Pigossi, Laura","Baptiste, Hailey","Pigossi, Laura",To_Win_1st_Set_With_Handicap,HB_(Local)(+1.5),1.89,2022-11-22 19:39:07.069005
Marathonbet,Tennis,"Baptiste, Hailey vs Pigossi, Laura","Baptiste, Hailey","Pigossi, Laura",To_Win_1st_Set_With_Handicap,HB_(Visitor)(-1.5),1.79,2022-11-22 19:39:07.137571
Marathonbet,Tennis,"Baptiste, Hailey vs Pigossi, Laura","Baptiste, Hailey","Pigossi, Laura",1st_Set_Total_Games,Under_9.5,1.56,2022-11-22 19:39:07.220334
Marathonbet,Tennis,"Baptiste, Hailey vs Pigossi, Laura","Baptiste, Hailey","Pigossi, Laura",1st_Set_Total_Games,Over_9.5,2.24,2022-11-22 19:39:07.271468
Marathonbet,Tennis,"Baptiste, Hailey vs Pigossi, Laura","Baptiste, Hailey","Pigossi, Laura",1st_Set_Total_Games_Odd_or_Even,odd,1.98,2022-11-22 19:39:07.328074
Marathonbet,Tennis,"Baptiste, Hailey vs Pigossi, Laura","Baptiste, Hailey","Pigossi, Laura",1st_Set_Total_Games_Odd_or_Even,even,1.72,2022-11-22 19:39:07.377845
Marathonbet,Tennis,"Baptiste, Hailey vs Pigossi, Laura","Baptiste, Hailey","Pigossi, Laura",First_Team_1st_Set_Games_To_Win0,Under_4.5,1.98,2022-11-22 19:39:07.462392
Marathonbet,Tennis,"Baptiste, Hailey vs Pigossi, Laura","Baptiste, Hailey","Pigossi, Laura",First_Team_1st_Set_Games_To_Win0,Over_4.5,1.72,2022-11-22 19:39:07.512715
Marathonbet,Tennis,"Baptiste, Hailey vs Pigossi, Laura","Baptiste, Hailey","Pigossi, Laura",First_Team_1st_Set_Games_To_Win,Under_5.5,1.79,2022-11-22 19:39:07.568570
Marathonbet,Tennis,"Baptiste, Hailey vs Pigossi, Laura","Baptiste, Hailey","Pigossi, Laura",First_Team_1st_Set_Games_To_Win,Over_5.5,1.89,2022-11-22 19:39:07.624304
Marathonbet,Tennis,"Baptiste, Hailey vs Pigossi, Laura","Baptiste, Hailey","Pigossi, Laura",Second_Team_1st_Set_Games_To_Win0,Under_4.5,2.68,2022-11-22 19:39:07.710792
Marathonbet,Tennis,"Baptiste, Hailey vs Pigossi, Laura","Baptiste, Hailey","Pigossi, Laura",Second_Team_1st_Set_Games_To_Win0,Over_4.5,1.4,2022-11-22 19:39:07.766419
Marathonbet,Tennis,"Baptiste, Hailey vs Pigossi, Laura","Baptiste, Hailey","Pigossi, Laura",Second_Team_1st_Set_Games_To_Win,Under_5.5,2.4,2022-11-22 19:39:07.820537
Marathonbet,Tennis,"Baptiste, Hailey vs Pigossi, Laura","Baptiste, Hailey","Pigossi, Laura",Second_Team_1st_Set_Games_To_Win,Over_5.5,1.49,2022-11-22 19:39:07.872292
Marathonbet,Tennis,"Baptiste, Hailey vs Pigossi, Laura","Baptiste, Hailey","Pigossi, Laura",2nd_Set_Result,RN_(Local),2.2,2022-11-22 19:39:07.959419
Marathonbet,Tennis,"Baptiste, Hailey vs Pigossi, Laura","Baptiste, Hailey","Pigossi, Laura",2nd_Set_Result,RN_(Visitor),1.58,2022-11-22 19:39:08.011816
Marathonbet,Tennis,"Baptiste, Hailey vs Pigossi, Laura","Baptiste, Hailey","Pigossi, Laura",To_Win_2nd_Set_With_Handicap,HB_(Local)(+1.5),1.92,2022-11-22 19:39:08.107270
Marathonbet,Tennis,"Baptiste, Hailey vs Pigossi, Laura","Baptiste, Hailey","Pigossi, Laura",To_Win_2nd_Set_With_Handicap,HB_(Visitor)(-1.5),1.75,2022-11-22 19:39:08.175704
Marathonbet,Tennis,"Baptiste, Hailey vs Pigossi, Laura","Baptiste, Hailey","Pigossi, Laura",2nd_Set_Total_Games,Under_9.5,1.6,2022-11-22 19:39:08.261073
Marathonbet,Tennis,"Baptiste, Hailey vs Pigossi, Laura","Baptiste, Hailey","Pigossi, Laura",2nd_Set_Total_Games,Over_9.5,2.14,2022-11-22 19:39:08.314452
Marathonbet,Tennis,"Baptiste, Hailey vs Pigossi, Laura","Baptiste, Hailey","Pigossi, Laura",2nd_Set_Total_Games_Odd_or_Even,odd,2.01,2022-11-22 19:39:08.368333
Marathonbet,Tennis,"Baptiste, Hailey vs Pigossi, Laura","Baptiste, Hailey","Pigossi, Laura",2nd_Set_Total_Games_Odd_or_Even,even,1.7,2022-11-22 19:39:08.425506
Marathonbet,Tennis,"Bara, Irina María vs Gorgodze, Ekaterine","Bara, Irina María","Gorgodze, Ekaterine",Match_Result,1,1.5,2022-11-22 19:39:10.657648
Marathonbet,Tennis,"Bara, Irina María vs Gorgodze, Ekaterine","Bara, Irina María","Gorgodze, Ekaterine",Match_Result,3,2.52,2022-11-22 19:39:10.676678
Marathonbet,Tennis,"Bara, Irina María vs Gorgodze, Ekaterine","Bara, Irina María","Gorgodze, Ekaterine",To_Win_Match_With_Handicap_By_Sets,HB_(Local)(-1.5),2.18,2022-11-22 19:39:10.938385
Marathonbet,Tennis,"Bara, Irina María vs Gorgodze, Ekaterine","Bara, Irina María","Gorgodze, Ekaterine",To_Win_Match_With_Handicap_By_Sets,HB_(Visitor)(+1.5),1.59,2022-11-22 19:39:11.012729
Marathonbet,Tennis,"Bara, Irina María vs Gorgodze, Ekaterine","Bara, Irina María","Gorgodze, Ekaterine",To_Win_Match_With_Handicap_By_Sets0,HB_(Local)(+1.5),1.182,2022-11-22 19:39:11.077346
Marathonbet,Tennis,"Bara, Irina María vs Gorgodze, Ekaterine","Bara, Irina María","Gorgodze, Ekaterine",To_Win_Match_With_Handicap_By_Sets0,HB_(Visitor)(-1.5),4.15,2022-11-22 19:39:11.141013
Marathonbet,Tennis,"Bara, Irina María vs Gorgodze, Ekaterine","Bara, Irina María","Gorgodze, Ekaterine",To_Win_Match_With_Handicap_By_Games9,HB_(Local)(-4.5),2.19,2022-11-22 19:39:11.241279
Marathonbet,Tennis,"Bara, Irina María vs Gorgodze, Ekaterine","Bara, Irina María","Gorgodze, Ekaterine",To_Win_Match_With_Handicap_By_Games9,HB_(Visitor)(+4.5),1.6,2022-11-22 19:39:11.304345
Marathonbet,Tennis,"Bara, Irina María vs Gorgodze, Ekaterine","Bara, Irina María","Gorgodze, Ekaterine",To_Win_Match_With_Handicap_By_Games8,HB_(Local)(-4.0),2.04,2022-11-22 19:39:11.368299
